prompt,result
3.先天性转钴胺蛋白缺陷转钴胺蛋白Ⅱ（TCⅡ）是维生素B12</sub>的主要转运蛋白，先天性转钴胺蛋白缺陷可以导致维生素B12</sub>转运障碍，从而出现维生素B12</sub>的间接缺陷。,"[{'type': 'Disease', 'response': ['先天性转钴胺蛋白缺陷', '维生素B12</sub>的间接缺陷', '维生素B12</sub>转运障碍']}, {'type': 'Drug', 'response': ['转钴胺蛋白Ⅱ', '维生素B12']}, {'type': 'Symptom', 'response': ['None']}]"
叶酸不能改善维生素B12</sub>缺乏引起的神经症状，故在无明显神经症状的巨幼红细胞性贫血可用叶酸进行治疗。,"[{'type': 'Disease', 'response': ['巨幼红细胞性贫血', '神经症状']}, {'type': 'Drug', 'response': ['叶酸', '维生素B12']}, {'type': 'Symptom', 'response': ['None']}]"
（四）泌尿系统VLBW的肾功能差，肾小球滤过率较低；肾脏浓缩功能亦差，肾小管对葡萄糖的重吸收阈值低，给予高浓度葡萄糖补液可以造成高血糖和渗透性利尿。,"[{'type': 'Disease', 'response': ['高血糖', '药物', '泌尿系统VLBW']}, {'type': 'Drug', 'response': ['高浓度葡萄糖']}, {'type': 'Symptom', 'response': ['肾小管对葡萄糖的重吸收阈值低', '重吸收葡萄糖的能力下降', '肾功能差', '肾小球滤过率较低', '透性利尿', '肾脏浓缩功能亦差']}]"
VLBW的消化器官未能正常活动是因为：肠道神经丛处于未成熟阶段，加上低血糖及其他刺激，使交感神经的兴奋性增高；潜水反射使进入肠道的血流减少，导致肠道活动能力低下；母亲的某些用药，如控制妊高征的硫酸镁可以使乙酰胆碱释放减少，并使神经-肌紧张反射功能低下。,"[{'type': 'Disease', 'response': ['VLBW', '低血糖', '妊高征']}, {'type': 'Drug', 'response': ['硫酸镁']}, {'type': 'Symptom', 'response': ['None']}]"
出生后3天内，由于不显性失水的增加以及排尿和使用含钠盐溶液，可以造成高钠血症的出现。,"[{'type': 'Disease', 'response': ['高钠血症']}, {'type': 'Drug', 'response': ['含钠盐溶液']}, {'type': 'Symptom', 'response': ['None']}]"
而对于出生3天后的VLBW，由于其肾小管重吸收功能差，尿中排钠量高，母乳中钠含量随出生后天数的增加而相应地持续减少，如加上利尿剂的使用，可以造成低钠血症。,"[{'type': 'Disease', 'response': ['低钠血症', 'VLBW']}, {'type': 'Drug', 'response': ['利尿剂']}, {'type': 'Symptom', 'response': ['None']}]"
代谢性碱中毒的发生，可能与排钠钾性利尿剂的持续使用有关，造成肾小管对钠钾的重吸收障碍，同时利尿剂抑制了对氯离子的重吸收，则发生低氯性代谢性碱中毒。,"[{'type': 'Disease', 'response': ['低氯性代谢性碱中毒', '代谢性碱中毒']}, {'type': 'Drug', 'response': ['钠钾', '利尿剂']}, {'type': 'Symptom', 'response': ['None']}]"
参考文献1.AllahabadiaA，DaykinJ，SheppardMC，etal.Radioiodinetreatmentofhyperthyroidism-prognosticfactorsforoutcome.JClinEndocrinolMetab.2001，86：3611-36112.ArslanogluI，KutluH，IsguvenP，etal.DiagnosticvalueofpituitaryMRIindifferentiationofchildrenwithnormalgrowthhormonesecretion，isolatedgrowthhormonedeficiencyandmultiplepituitaryhormonedeficiency.JPediatrEndocrinolMetab.2001，14：517-5173.CarelJC，EugsterEA，RogolA，etal.ConsensusStatementontheuseofgonadotropin-releasinghormoneanalogsinchildren.Pediatrics，2009，123（4）：e752-7524.GillamMP，KoppP.Geneticregulationofthyroiddevelopment.CurrOpinPediatr.2001，13：358-3585.GlaserNS，StyneDM，OrganizationofPediatricEndocrinologistsofNorthernCaliforniaCollaborativeGraves’DiseaseStudyGroup.PredictingthelikelihoodofremissioninchildrenwithGraves’disease：aprospective，multicenterstudy.Pediatrics.2008，121：e481-4886.LazarL，PadoaA，PhillipM.GrowthPatternandFinalHeightafterCessationofGonadotropin-SuppressiveTherapyinGirlswithCentralsexualprecocity.JClinEndocrinolMetab，2007，92：3483-34837.Behrman，kliegman，Jenson.NelsonTextbookofPediatric.17thedition，20048.KyriakieSarafoglou.PediatricEndocrinologyandInbornErrorsofMetabolism.McGrawHillMedical，20099.SpeiserPW，AzzizR，BaskinLS，etal.Congenitaladrenalhyperplasiaduetosteroid21-hydroxylasedeficiency：anEndocrineSocietyclinicalpracticeguideline.JClinEndocrinolMetab，2010，95：4133-416010.SexualPrecocity.JClinEndocrinolMetab，92：3483-348311.SpeiserPW，AzzizR，BaskinLS，etal.Congenitaladrenalhyperplasiaduetosteroid21-hydroxylasedeficiency：anEndocrineSocietyclinicalpracticeguideline.JClinEndocrinolMetab.2010，95：4133-416012.沈水仙，付华，陈兆文，等.上海市儿童1型糖尿病发病率调查（1980—1991）.中华内分泌代谢杂志，1994（10）：20213.王伟，江静，孙文鑫，等.国产重组人生长激素治疗55例儿童生长激素缺乏症临床综合分析.中华儿科杂志，1999，37：206-20614.曾畿生，王德芬.现代儿科内分泌学基础与临床.上海：上海科学技术文献出版社，2001：355-35515.中华医学会儿科学分会内分泌遗传代谢学组.矮身材儿童诊治指南.中华儿科杂志，2008，46：428-43016.中华医学会儿科学分会内分泌遗传代谢学组.儿童糖尿病酮症酸中毒诊疗指南.中华儿科杂志，2009，47：421-42517.中华医学会儿科学分会内分泌遗传代谢学组.中枢性（真性）性早熟诊治指南.中华儿科杂志，2007，45：426-42718.胡亚美.诸福堂实用儿科学.第7版.北京：人民卫生出版社，2002,"[{'type': 'Disease', 'response': ['儿童生长激素缺乏症', '1型糖尿病', '儿童糖尿病酮症酸中毒', '早熟', 'Graves’disease', '胰岛素抵抗', '细胞生长激素缺乏症', '胰岛素抵抗', '儿童生长激素缺乏症', '甲状腺功能异常', '1型糖尿病', '甲状腺功能异常', '细胞生长激素缺乏症', '细胞生长激素缺乏症', '甲状腺功能异常', '细胞生长激素缺乏症', '胰岛素抵抗', '甲状腺功能异常', '儿童糖尿病酮症酸中毒', '细胞生长激素缺乏症', '1型糖尿病']}, {'type': 'Drug', 'response': ['None']}, {'type': 'Symptom', 'response': ['None']}]"
早期和轻度的食管炎引起食管痉挛性收缩，在钡剂造影时常可以看到食管下端数厘米的一段轻度狭窄，其上方有少量钡剂存留，尚可通过食管黏膜面呈针尖状钡点影或颗粒状小结节影超声检查：食管有一半以上充盈，且在下段食管有液体来回运动为阳性反流的诊断标准。,"[{'type': 'Disease', 'response': ['早期和轻度的食管炎', '钡剂造影', '食管痉挛', '钡剂', '钡点影', '反流']}, {'type': 'Drug', 'response': ['None']}, {'type': 'Symptom', 'response': ['下段食管有液体来回运动', '食管有一半以上充盈', '食管下端数厘米的一段轻度狭窄', '食管黏膜面呈针尖状钡点影或颗粒状小结节影']}]"
钡餐检查具特异性，其特征改变为：①幽门管梗阻征象：钡剂排空延迟，胃蠕动增强幽门管细长呈线样征及鸟嘴征；③幽门环肌肥厚产生的征象：肥厚的环肌在胃窦的压迹呈肩样征，在十二指肠球底压迹呈蕈样征超声检查：可探得幽门管的长度和幽门壁的厚度以协助诊断。,"[{'type': 'Disease', 'response': ['肥厚的环肌在胃窦的压迹呈肩样征', '幽门管梗阻', '鸟嘴征', '幽门环肌肥厚']}, {'type': 'Drug', 'response': ['None']}, {'type': 'Symptom', 'response': ['胃蠕动增强', '钡剂排空延迟', '胃窦的压迹呈蕈样征', '钡餐检查具特异性，其特征改变为：①幽门管梗阻征象：钡剂排空延迟，胃蠕动增强幽门管细长呈线样征及鸟嘴征', '③幽门环肌肥厚']}]"
十二指肠溃疡显示除胃溃疡的征象外，还可见球部变形，造影剂通过球部较快。,"[{'type': 'Disease', 'response': ['十二指肠溃疡', '胃溃疡']}, {'type': 'Drug', 'response': ['造影剂']}, {'type': 'Symptom', 'response': ['None']}]"
大多见于早产、弱小婴儿、重度营养不良或有腭裂的婴儿，如平卧喂奶或小儿哭叫时强迫服药易造成吸入；也见于用麻醉剂、中枢神经系统疾病等导致咽部反射或咳嗽反射失灵的患儿。,"[{'type': 'Disease', 'response': ['中枢神经系统疾病', '早产', '弱小婴儿', '有腭裂', '重度营养不良']}, {'type': 'Drug', 'response': ['麻醉剂']}, {'type': 'Symptom', 'response': ['None']}]"
近年来，国内有报道应用大剂量地西泮治疗重症新生儿破伤风有较好疗效，即患儿入院后先用地西泮3～5mg注射，15分钟后未达“地西泮化”者加用7.5mg，静脉缓推，最大量每次10mg，达“地西泮化”后每2～3小时给地西泮化量的地西泮1次维持，一般要求用量达到“地西泮化”标准，即患儿浅睡，咳嗽吞咽反射存在，体检时无抽搐，仅在注射、穿刺或吸痰时出现短暂肌强硬，下次给药前可有轻微而短暂的抽搐，但无明显发绀。,"[{'type': 'Disease', 'response': ['抽搐', '重症新生儿破伤风']}, {'type': 'Drug', 'response': ['地西泮']}, {'type': 'Symptom', 'response': ['肌强硬', '发绀', '窒息', '咳嗽吞咽反射存在', '短暂抽搐']}]"
4.水合氯醛止痉作用快，作为痉挛发作时临时性增加药物。,"[{'type': 'Disease', 'response': ['痉挛']}, {'type': 'Drug', 'response': ['水合氯醛']}, {'type': 'Symptom', 'response': ['None']}]"
人体破伤风免疫球蛋白（TIG）不会产生血清病等过敏反应，其血浓度较高，半衰期长达24天，故更理想，但其价格昂贵不易获得，新生儿肌注500～1500U即可。,"[{'type': 'Disease', 'response': ['过敏反应', '血清病', '破伤风']}, {'type': 'Drug', 'response': ['人体破伤风免疫球蛋白', 'TIG']}, {'type': 'Symptom', 'response': ['None']}]"
机体缺乏抵抗力，如婴儿，由于体内产生抗体的器官尚未发育完善，抗体缺乏，全身抵抗力低下；伴有影响机体抵抗力的各种疾病，如白血病、恶性肿瘤、结核、糖尿病、严重烧伤、营养不良、肝脏疾病及维生素缺乏等某些疾病后机体抵抗力受损或低下；特别是中性粒细胞减少的患者最容易并发念珠菌感染等真菌感染，此类患者使用抗生素后仍有发热，并有肌痛、关节痛、内眼炎，或有心动过速、呼吸困难或皮肤有红斑丘疹结节，高度提示有系统性或播散性念珠菌病的可能。,"[{'type': 'Disease', 'response': ['严重烧伤', '心脏病', '糖尿病', '维生素缺乏', '恶性肿瘤', '严重烧伤', '皮肤有红斑丘疹结节', '内眼炎', '心脏疾病', '白血病', '维生素缺乏', '营养不良', '微生物感染', '得了念珠菌感染', '系统性或播散性念珠菌病', '结核']}, {'type': 'Drug', 'response': ['None']}, {'type': 'Symptom', 'response': ['机体抵抗力低下', '机体缺乏抵抗力', '感染', '肝脏疾病及维生素缺乏', '肌痛', '发热', '内眼炎', '心动过速', '关节痛', '呼吸困难']}]"
例如内脏念珠菌病多为继发性感染，属于内源性，大量广谱抗生素、放疗、化疗和肾上腺皮质激素促进了上皮表面，尤其是口咽部和消化道念珠菌的大量生长和侵入，而肺部感染多由吸入念珠菌引起。,"[{'type': 'Disease', 'response': ['肺部感染', '内脏念珠菌病', '继发性感染', '内源性', '口咽部和消化道念珠菌的大量生长和侵入']}, {'type': 'Drug', 'response': ['广谱抗生素', '肾上腺皮质激素']}, {'type': 'Symptom', 'response': ['None']}]"
（3）继发性免疫功能低下：抗肿瘤药物导致外周血中性粒细胞减少；长期应用广谱抗菌药物、糖皮质激素以及其他免疫抑制剂；骨髓移植和器官移植后以及HIV感染和其他严重病毒感染等。,"[{'type': 'Disease', 'response': ['严重病毒感染', '外周血中性粒细胞减少', 'HIV感染']}, {'type': 'Drug', 'response': ['广谱抗菌药物', '糖皮质激素', '免疫抑制剂', '抗肿瘤药物']}, {'type': 'Symptom', 'response': ['None']}]"
（2）影像学提示肺部病变经抗菌药物治疗无好转或肺部出现新的非原发病的浸润影。,"[{'type': 'Disease', 'response': ['肺部病变', '肺部出现新的非原发病的浸润影']}, {'type': 'Drug', 'response': ['抗菌药物']}, {'type': 'Symptom', 'response': ['None']}]"
在部分患者，应用磷酸盐可加重低钙血症，诱发甲状旁腺功能亢进，可口服钙剂和维生素D预防。,"[{'type': 'Disease', 'response': ['低钙血症', '甲状旁腺功能亢进']}, {'type': 'Drug', 'response': ['钙剂', '磷酸盐', '维生素D']}, {'type': 'Symptom', 'response': ['None']}]"
4.药物史不少药物分别可损伤血管壁，影响血小板功能，抑制凝血，常用的如磺胺药、异烟肼、阿司匹林、双嘧达莫、肝素等；抗癌药则可直接抑制骨髓使血小板减少。,"[{'type': 'Disease', 'response': ['None']}, {'type': 'Drug', 'response': ['None']}, {'type': 'Symptom', 'response': ['None']}]"
表2-11常用溶液成分续表口服补液盐（oralrehydrationsalts，ORS）ORS是世界卫生组织推荐用以治疗急性腹泻合并脱水的一种溶液，经临床应用取得了良好效果，对发展中国家尤其适用。,"[{'type': 'Disease', 'response': ['None']}, {'type': 'Drug', 'response': ['口服补液盐', 'ORS', 'oralrehydrationsalts']}, {'type': 'Symptom', 'response': ['None']}]"
【临床表现】（一）早产儿血氧分压升高可使动脉导管收缩，而前列腺素E可使之扩张，此反应的灵敏程度与胎龄有关。,"[{'type': 'Disease', 'response': ['早产儿', '动脉导管收缩']}, {'type': 'Drug', 'response': ['前列腺素E']}, {'type': 'Symptom', 'response': ['None']}]"
前列腺素E的副作用有发热、呼吸暂停、心动过缓、低血压和癫痫样运动。,"[{'type': 'Disease', 'response': ['癫痫', '低血压']}, {'type': 'Drug', 'response': ['None']}, {'type': 'Symptom', 'response': ['心动过缓', '呼吸暂停', '发热', '前列腺素E的副作用', '低血氧']}]"
【鉴别诊断】（一）猩红热皮疹发生早（1～2天），粟粒样均匀丘疹，疹间皮肤潮红，发病年龄普遍＞3岁，青霉素治疗有效。,"[{'type': 'Disease', 'response': ['猩红热皮疹']}, {'type': 'Drug', 'response': ['青霉素']}, {'type': 'Symptom', 'response': ['None']}]"
（四）系统性红斑狼疮面部蝶形、盘状红斑、脱发、关节炎、白细胞减少、血小板减少及抗核抗体阳性阿司匹林发热时用量30～50mg/（kg•d），热退后2～3天可根据血小板数及血凝状态调整剂量，一般为5～10mg/（kg•d）再用6～8周。,"[{'type': 'Disease', 'response': ['系统性红斑狼疮', '关节炎']}, {'type': 'Drug', 'response': ['阿司匹林']}, {'type': 'Symptom', 'response': ['None']}]"
近年主张皮质激素用于IVIG无反应川崎患儿，在首剂给予IVIG2g/kg后36小时发热不退，追加IVIG2g/kg，36小时仍发热，除外感染之后，可考虑短程小剂量使用皮质激素。,"[{'type': 'Disease', 'response': ['感染', '川崎']}, {'type': 'Drug', 'response': ['IVIG', 'IVIG2', '皮质激素']}, {'type': 'Symptom', 'response': ['None']}]"
Kato等人用尿激酶（8000～10000U/kg），通过插管滴入冠状动脉内治疗15例巨大冠脉内血栓形成患者，结果血栓完全消失3/15例，部分消失4/15例，1例已有心肌梗死者出现再通，7例无变化，随访2年无死亡或心肌梗死病例发生。,"[{'type': 'Disease', 'response': ['心肌梗死', '巨大冠脉内血栓', '血栓']}, {'type': 'Drug', 'response': ['尿激酶']}, {'type': 'Symptom', 'response': ['None']}]"
（七）对于脑室内出血的预防和治疗要防止反复低氧的发生、血压的波动和高渗性补液的输注（VLBW应用的葡萄糖溶液浓度应低于8%），同时应用头颅B超或CT对小儿颅内情况进行连续监测，部分资料显示的应用苯巴比妥或吲哚美辛（消炎痛）及布洛芬都有部分预防脑室内出血的结果，但尚缺乏大样本多中心临床试验结果的支持。,"[{'type': 'Disease', 'response': ['脑室内出血', '脑室内出现低氧', '高渗性补液的输注', 'VLBW', '脑室内出血']}, {'type': 'Drug', 'response': ['苯巴比妥', '布洛芬', '消炎痛', '苯巴比妥或吲哚美辛']}, {'type': 'Symptom', 'response': ['None']}]"
5.其他电解质慢性肾衰病人不能充分排泄氯离子，高氯血症与钠浓度成正比；血钙浓度往往降低，慢性肾衰患者常能忍受低血钙而不致搐搦，这些患者的肠道钙的吸收能力下降，口服活性维生素D可提高血钙浓度；当GFR＜20ml/min时，血镁可升高，尿血pH减少。,"[{'type': 'Disease', 'response': ['高氯血症', '慢性肾衰']}, {'type': 'Drug', 'response': ['活性维生素D']}, {'type': 'Symptom', 'response': ['血镁可升高', '血钙浓度往往降低', '肠道钙的吸收能力下降', '尿血pH减少', '肠道钙的吸收能力下降', '肠道钙的吸收能力下降', '肠道钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '胃肠钙的吸收能力下降', '']}]"
（二）血管系统1.高血压常见原因有①GFR下降、NO分泌减少，使VDML血管减低的髓脂质下降，引起细胞外容量增加，心搏出量增加，继而外周阻力增加，血排钠利尿剂②肾素、血管紧张素及醛固酮系统活跃，肾素分泌过多。,"[{'type': 'Disease', 'response': ['高血压']}, {'type': 'Drug', 'response': ['排钠利尿剂', '血管紧张素']}, {'type': 'Symptom', 'response': ['外周阻力增加', '细胞外容量增加', '血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管系统1.血管']}]"
降压药常用为血管紧张素转换酶抑制剂（ACEI）中的蒙诺（福辛普利fosinopril）或贝那普利（benazepril），此类药可扩张出入双氯噻嗪，但出球小动脉扩张更明显，从而使肾小球内压力降低，有利于延缓肾小球病变的进展，减少蛋白尿。,"[{'type': 'Disease', 'response': ['肾小球病变', '蛋白尿']}, {'type': 'Drug', 'response': ['血管紧张素转换酶抑制剂', 'benazepril', '蒙诺', 'ACEI', '动脉', '双氯噻嗪', '福辛普利fosinopril', '贝那普利']}, {'type': 'Symptom', 'response': ['None']}]"
已证明控制了β受体阻滞剂肾脏病患者其GFR下降速度低于未控制血压的患者。,"[{'type': 'Disease', 'response': ['肾病', '血压']}, {'type': 'Drug', 'response': ['β受体阻滞剂']}, {'type': 'Symptom', 'response': ['None']}]"
3.贫血与出血自从20世纪80年代应用重组人红细胞生成素（γHuEPO）治疗CRF患者的慢性贫血以来，基本上可使大多数病人不再接受输血。,"[{'type': 'Disease', 'response': ['贫血', '慢性贫血', 'CRF']}, {'type': 'Drug', 'response': ['γHuEPO', '重组人红细胞生成素']}, {'type': 'Symptom', 'response': ['None']}]"
给予重碳酸钠碱性药物时则尿中产氨下降，尿蛋白减少，理论上碱性药物有保护小管、间质受损的作用。,"[{'type': 'Disease', 'response': ['None']}, {'type': 'Drug', 'response': ['重碳酸钠碱性药物']}, {'type': 'Symptom', 'response': ['None']}]"
选用有效抗生素控制感染和体位引流痰液，解除支气管狭窄。,"[{'type': 'Disease', 'response': ['感染', '支气管狭窄']}, {'type': 'Drug', 'response': ['抗生素']}, {'type': 'Symptom', 'response': ['None']}]"
肠部分扭转者肠系膜静脉和淋巴回流受阻可致营养素吸收障碍、肠腔内蛋白质丢失；动脉供血不足致黏液缺血，出现黑便。,"[{'type': 'Disease', 'response': ['营养素吸收障碍', '黑便', '动脉供血不足', '肠腔内蛋白质丢失', '肠系膜静脉和淋巴回流受阻', '黏液缺血']}, {'type': 'Drug', 'response': ['None']}, {'type': 'Symptom', 'response': ['肠系膜静脉和淋巴回流受阻', '动脉供血不足']}]"
2.实验室检查①血清乳酸脱氢酶（LDH）水平与肿瘤成正相关，并和预后相关，因此在治疗前应进行评估；②高肿瘤负荷者可发生心、肝、肾等重要脏器的浸润而致功能不全，治疗前因仔细评估；③高负荷NHL在治疗前、初始治疗的一周内易发生肿瘤细胞溶解综合征，因此在这段时间内应定时进行肾功能、血电解质的监测；④进行增强CT检查前应先核实肾功能情况，有肿瘤细胞溶解综合征或肾功能不良时应避免增强CT，因造影剂可能加重肾功能不全；⑤外周血常规检查如存在贫血、血小板减少常提示为晚期或有骨髓浸润；⑥骨髓涂片可除外骨髓浸润；⑦浆膜腔液体沉渣涂片检查结合免疫表型检查有助于诊断、鉴别诊断和肿瘤浸润状态的评估。,"[{'type': 'Disease', 'response': ['贫血', '高肿瘤负荷', '肾功能不良', '高负荷NHL', '肾功能不全', '肿瘤', '骨髓浸润', '肿瘤细胞溶解综合征', '肾浸润', '肿瘤成正相关', '功能不全', '血小板减少', '造血综合征']}, {'type': 'Drug', 'response': ['造影剂']}, {'type': 'Symptom', 'response': ['骨髓浸润', '肝、肾等重要脏器的浸润']}]"
对已明确诊断的肿瘤负荷较大的患儿，应尽早采用3～7天低强度化疗（如糖皮质激素和长春新碱），同时给予水化2000～3000ml/m2</sup>、5%碳酸氢钠5ml/kg碱化尿液、别嘌呤醇10mg/kg抑制过多的尿酸形成，维持水电解质酸碱平衡，避免肿瘤细胞溶解过快造成的肿瘤细胞溶解综合征。,"[{'type': 'Disease', 'response': ['肿瘤细胞溶解综合征']}, {'type': 'Drug', 'response': ['碱化尿液', '别嘌呤醇', '长春新碱', '糖皮质激素', '5%碳酸氢钠']}, {'type': 'Symptom', 'response': ['None']}]"
运用放射性标记物评估肠道排空时间，有助于确定肠道病变的最高部位，确定手术切除的长度，判断可能伴发的肠神经元异常，如B型IND或神经节细胞缺乏的临床特征。,"[{'type': 'Disease', 'response': ['肠神经元异常', '肠道病变', '神经节细胞缺乏']}, {'type': 'Drug', 'response': ['放射性标记物']}, {'type': 'Symptom', 'response': ['None']}]"
发热的原因包括肿瘤性发热和感染性发热，前者用抗生素治疗无效，而用吲哚美辛0.5mg/kg，每8小时口服，热可退净，以此鉴别肿瘤性发热和感染性发热。,"[{'type': 'Disease', 'response': ['感染性发热', '肿瘤性发热', '发热']}, {'type': 'Drug', 'response': ['吲哚美辛', '抗生素']}, {'type': 'Symptom', 'response': ['None']}]"
化疗过程中应密切观察，进行有效的对症治疗和并发症的预防和治疗，包括瘤细胞性栓塞，肿瘤溶解综合征，水、电解质平衡，贫血，出血，DIC，各脏器特别是心、肝、肾正常功能的维持，各种感染及各种化疗药物毒副反应的防治。,"[{'type': 'Disease', 'response': ['贫血', '感染', '出血', '瘤细胞性栓塞', '贫血', 'DIC', '肿瘤溶解综合征', '水、电解质平衡']}, {'type': 'Drug', 'response': ['化疗药物']}, {'type': 'Symptom', 'response': ['None']}]"
若CR中发生TL，在治疗TL的同时，给予VDLDX和VP-16+Ara-c方案各一个疗程作全身治疗，以免由TL引发骨髓复发。,"[{'type': 'Disease', 'response': ['骨髓', 'TL', 'CR']}, {'type': 'Drug', 'response': ['Ara-c', 'VP-16', 'VDLDX']}, {'type': 'Symptom', 'response': ['None']}]"
（5）血制品应用：在贫血、出血的预防和治疗中十分重要，具体见第十篇第二章第三节。,"[{'type': 'Disease', 'response': ['贫血']}, {'type': 'Drug', 'response': ['血制品']}, {'type': 'Symptom', 'response': ['None']}]"
（二）降低颅内压如颅内压很高，发生脑疝，可适当使用20%甘露醇。,"[{'type': 'Disease', 'response': ['脑疝']}, {'type': 'Drug', 'response': ['20%甘露醇']}, {'type': 'Symptom', 'response': ['None']}]"
严重病例全身皮肤发红，继之发热、寒战，严重出血包括口腔黏膜出血大疱、胃肠道出血、血尿、肺出血、颅内出血等；某些服用奎宁的病例兼有微血管病性贫血并发急性肾衰竭。,"[{'type': 'Disease', 'response': ['颅内出血', '肺出血', '微血管病性贫血', '胃肠道出血', '急性肾衰竭']}, {'type': 'Drug', 'response': ['None']}, {'type': 'Symptom', 'response': ['严重病例全身皮肤发红', '发热', '寒战', '血尿', '口腔黏膜出血', '继之发热、寒战', '大疱']}]"
目前区别自然感染与BCG接种后过敏反应的方法，是根据阳性反应的强度和持久情况。,"[{'type': 'Disease', 'response': ['自然感染', '过敏反应', 'BCG接种']}, {'type': 'Drug', 'response': ['None']}, {'type': 'Symptom', 'response': ['None']}]"
自然感染时，结素反应多为强阳性反应（+++以上），且终生不消失；而BCG接种后多为弱阳性反应（红晕及硬肿平均直径＜10mm），且持续时间短，反应逐渐减弱，一般3～5年后完全消失。,"[{'type': 'Disease', 'response': ['自然感染']}, {'type': 'Drug', 'response': ['BCG']}, {'type': 'Symptom', 'response': ['None']}]"
胰腺外分泌功能不足会导致营养不良、贪食及生长障碍、营养缺乏，尤其是脂溶性维生素、维生素B<sub>12</sub>以及必需脂肪酸的缺乏。,"[{'type': 'Disease', 'response': ['生长障碍', '营养不良', '脂溶性维生素、维生素B<sub>12</sub>以及必需脂肪酸的缺乏', '贪食', '营养缺乏']}, {'type': 'Drug', 'response': ['维生素B<sub>12</sub>']}, {'type': 'Symptom', 'response': ['None']}]"
表11-14HD化疗方案*</sup>MOPP中M为氮芥**</sup>COPP中C为环磷酰胺【预后】HD在合理的治疗下预后良好，治愈率可达80%～90%，但反复复发的晚期广泛病变预后仍不良，HD可见远期复发。,"[{'type': 'Disease', 'response': ['HD']}, {'type': 'Drug', 'response': ['环磷酰胺', '氮芥', 'COPP', '中心肌', '环磷酰胺']}, {'type': 'Symptom', 'response': ['None']}]"
近年来，脏器移植手术后抗排斥药物和肿瘤化疗导致免疫功能低下并发肺部感染，主要为真菌、卡氏肺囊虫、条件性致病菌和病毒感染发展为ARDS，其预后差，此类免疫剥夺、免疫低下患儿的急性感染性肺损伤和ARDS，成为制约相关学科发展的重要疾病。,"[{'type': 'Disease', 'response': ['肺部感染', '免疫功能低下', '病毒感染', '急性感染性肺损伤', 'ARDS', '免疫剥夺', '免疫低下', '肺部感染', '真菌、卡氏肺囊虫、条件性致病菌和病毒感染']}, {'type': 'Drug', 'response': ['抗排斥药物']}, {'type': 'Symptom', 'response': ['None']}]"
